question,consistent body,inconsistent body,consistent paraphrased,inconsistent paraphrased,answer
How many tables does Liam have in all?,There are 9 packages in Sophia's collection. Sophia bought 5 more packages. Liam has 7 fewer packages than Sophia. Each of Liam's package has 6 baskets. There are 12 tables in every Liam's basket.,There are 9 packages in Sophia's collection. Sophia bought 5 more packages. Sophia has 7 more packages than Liam. Each of Liam's package has 6 baskets. There are 12 tables in every Liam's basket.,There are 9 packages in Sophia's collection. Sophia bought 5 more packages. Liam has 7 fewer packages than Sophia. Each of Liam's packages has 6 baskets. There are 12 tables in each of Liam's baskets. How many tables does Liam have in total?,There are 9 packages in Sophia's collection. Sophia bought 5 more packages. Sophia has 7 more packages than Liam. Each of Liam's packages has 6 baskets. There are 12 tables in each of Liam's baskets. How many tables does Liam have in total?,504
How many ovens does Sophia have in their collection now?,Scarlett owns 8 ovens. Sophia has 1/4 the amount of ovens as Scarlett. Sophia bought 18 more ovens.,Scarlett owns 8 ovens. Scarlett has 4 times as many ovens as Sophia. Sophia bought 18 more ovens.,Scarlett owns 8 ovens. Sophia has 1/4 of the amount of ovens as Scarlett. Sophia bought 18 more ovens. How many ovens does Sophia have in her collection now?,Scarlett owns 8 ovens. Scarlett has 4 times as many ovens as Sophia. Sophia bought 18 more ovens. How many ovens does Sophia have in her collection now?,20
What is the number of green refrigerators that Andrew has?,Benjamin has 20 blue bags. Andrew has 11 fewer blue bags than Benjamin. Andrew possesses 7 large suitcase for every blue bag. Andrew possesses 4 green refrigerator for every large suitcase.,Benjamin has 20 blue bags. Benjamin has 11 more blue bags than Andrew. Andrew possesses 7 large suitcase for every blue bag. Andrew possesses 4 green refrigerator for every large suitcase.,Benjamin has 20 blue bags. Andrew has 11 fewer blue bags than Benjamin. Andrew possesses 7 large suitcases for every blue bag. Andrew possesses 4 green refrigerators for every large suitcase. What is the number of green refrigerators that Andrew has?,Benjamin has 20 blue bags. Benjamin has 11 more blue bags than Andrew. Andrew possesses 7 large suitcases for every blue bag. Andrew possesses 4 green refrigerators for every large suitcase. What is the number of green refrigerators that Andrew has?,252
How many baskets does Victoria have in their collection?,Nathan owns 11 packages. Every package that Nathan has contains 6 baskets. Every basket that Nathan has contains 15 clocks. Victoria has 6 times as many baskets as Nathan.,Nathan owns 11 packages. Every package that Nathan has contains 6 baskets. Every basket that Nathan has contains 15 clocks. Nathan has 1/6 the amount of baskets as Victoria.,Nathan owns 11 packages. Each package that Nathan has contains 6 baskets. Each basket that Nathan has contains 15 clocks. Victoria has 6 times as many baskets as Nathan. How many baskets does Victoria have in her collection?,Nathan owns 11 packages. Each package that Nathan has contains 6 baskets. Each basket that Nathan has contains 15 clocks. Nathan has 1/6 of the amount of baskets that Victoria has. How many baskets does Victoria have in her collection?,396
How many gallons of oil does Michael have?,Elijah owns 8 bags. Michael has 20 more bags than Elijah. Every bag that Michael has contains 4 backpacks. Michael possesses 7 gallons of oil per backpack.,Elijah owns 8 bags. Elijah has 20 fewer bags than Michael. Every bag that Michael has contains 4 backpacks. Michael possesses 7 gallons of oil per backpack.,Elijah owns 8 bags. Michael has 20 more bags than Elijah. Each bag that Michael has contains 4 backpacks. Michael possesses 7 gallons of oil per backpack. How many gallons of oil does Michael have?,Elijah owns 8 bags. Elijah has 20 fewer bags than Michael. Each bag that Michael has contains 4 backpacks. Michael possesses 7 gallons of oil per backpack. How many gallons of oil does Michael have?,784
How many trash cans does Daniel have in their collection?,Isabella owns 20 trash cans. Isabella bought 15 trash cans. Daniel has 16 fewer trash cans than Isabella.,Isabella owns 20 trash cans. Isabella bought 15 trash cans. Isabella has 16 more trash cans than Daniel.,Isabella owns 20 trash cans. She bought 15 more trash cans. Daniel has 16 fewer trash cans than Isabella. How many trash cans does Daniel have in his collection?,Isabella owns 20 trash cans. She bought 15 more trash cans. Isabella has 16 more trash cans than Daniel. How many trash cans does Daniel have in his collection?,19
What is the number of small baskets that Matthew has?,Scarlett has 14 small baskets. Scarlett possesses 13 red blender for every small basket. Matthew has 6 fewer small baskets than Scarlett.,Scarlett has 14 small baskets. Scarlett possesses 13 red blender for every small basket. Scarlett has 6 more small baskets than Matthew.,Scarlett has 14 small baskets. Scarlett possesses 13 red blenders for each small basket. Matthew has 6 fewer small baskets than Scarlett. What is the number of small baskets that Matthew has?,Scarlett has 14 small baskets. Scarlett possesses 13 red blenders for each small basket. Scarlett has 6 more small baskets than Matthew. What is the number of small baskets that Matthew has?,8
How many kilowatt-hours of emergency energy reserve does Logan have?,Amelia has 15 kilowatt-hours of emergency energy reserve. Logan has 4 kilowatt-hours of emergency energy reserve less than Amelia.,Amelia has 15 kilowatt-hours of emergency energy reserve. Amelia has 4 kilowatt-hours of emergency energy reserve more than Logan.,Amelia has 15 kilowatt-hours of emergency energy reserve. Logan has 4 kilowatt-hours less of emergency energy reserve than Amelia. How many kilowatt-hours of emergency energy reserve does Logan have?,Amelia has 15 kilowatt-hours of emergency energy reserve. Amelia has 4 kilowatt-hours more emergency energy reserve than Logan. How many kilowatt-hours of emergency energy reserve does Logan have?,11
What is the number of red boxs that Harper has?,Natalie has 15 red boxs. Natalie possesses 8 orange painting for every red box. Harper has 7 more red boxs than Natalie.,Natalie has 15 red boxs. Natalie possesses 8 orange painting for every red box. Natalie has 7 fewer red boxs than Harper.,Natalie has 15 red boxes. Natalie possesses 8 orange paintings for every red box. Harper has 7 more red boxes than Natalie. What is the number of red boxes that Harper has?,Natalie has 15 red boxes. Natalie possesses 8 orange paintings for every red box. Natalie has 7 fewer red boxes than Harper. What is the number of red boxes that Harper has?,22
What is the number of red plates that Joshua has?,Harper has 7 red plates. Harper bought 10 red plates.  Joshua has 2 times the amount of red plates compared to the amount Harper has.,Harper has 7 red plates. Harper bought 10 red plates.  Harper has 1/2 the amount of red plates compared to the amount Joshua has.,Harper has 7 red plates. Harper bought 10 more red plates. Joshua has twice the number of red plates that Harper has. What is the number of red plates that Joshua has?,Harper has 7 red plates. Harper bought 10 more red plates. Harper has half the number of red plates compared to Joshua. What is the number of red plates that Joshua has?,34
How many clocks does Emma have in all?,Charlotte has 8 bags. There are 19 packages in every Charlotte's bag. There are 2 boxs in every Charlotte's package. Emma has 1/16 the amount of boxs as Charlotte. Each of Emma's box has 19 clocks.,Charlotte has 8 bags. There are 19 packages in every Charlotte's bag. There are 2 boxs in every Charlotte's package. Charlotte has 16 times as many boxs as Emma. Each of Emma's box has 19 clocks.,Charlotte has 8 bags. There are 19 packages in each of Charlotte's bags. There are 2 boxes in each of Charlotte's packages. Emma has 1/16 the number of boxes as Charlotte. Each of Emma's boxes has 19 clocks. How many clocks does Emma have in total?,Charlotte has 8 bags. There are 19 packages in each of Charlotte's bags. There are 2 boxes in each of Charlotte's packages. Charlotte has 16 times as many boxes as Emma. Each of Emma's boxes has 19 clocks. How many clocks does Emma have in total?,361
What is the number of yellow suitcases that James has?,Mila has 11 yellow suitcases. Mila possesses 3 orange painting for every yellow suitcase.  James has 3 times the amount of yellow suitcases compared to the amount Mila has.,Mila has 11 yellow suitcases. Mila possesses 3 orange painting for every yellow suitcase.  Mila has 1/3 the amount of yellow suitcases compared to the amount James has.,Mila has 11 yellow suitcases. Mila possesses 3 orange paintings for every yellow suitcase. James has 3 times the number of yellow suitcases compared to the number Mila has. What is the number of yellow suitcases that James has?,Mila has 11 yellow suitcases. Mila possesses 3 orange paintings for every yellow suitcase. Mila has 1/3 the number of yellow suitcases compared to the number James has. What is the number of yellow suitcases that James has?,33
What is the number of green tables that Lily has?,Matthew has 18 green tables. Lily has 18 fewer green tables than Matthew.,Matthew has 18 green tables. Matthew has 18 more green tables than Lily.,Matthew has 18 green tables. Lily has 18 fewer green tables than Matthew. What is the number of green tables that Lily has?,Matthew has 18 green tables. Matthew has 18 more green tables than Lily. What is the number of green tables that Lily has?,0
How many gigabytes of training data does Isabella have now?,John owns 6 suitcases. Every suitcase that John has contains 10 baskets. Isabella has 5 fewer baskets than John. Isabella possesses 2 gigabytes of training data per basket. Isabella bought 9 gigabytes more training data.,John owns 6 suitcases. Every suitcase that John has contains 10 baskets. John has 5 more baskets than Isabella. Isabella possesses 2 gigabytes of training data per basket. Isabella bought 9 gigabytes more training data.,John owns 6 suitcases. Each suitcase that John has contains 10 baskets. Isabella has 5 fewer baskets than John. Isabella possesses 2 gigabytes of training data per basket. Isabella bought 9 gigabytes more training data. How many gigabytes of training data does Isabella have now?,John owns 6 suitcases. Each suitcase that John has contains 10 baskets. John has 5 more baskets than Isabella. Isabella possesses 2 gigabytes of training data per basket. Isabella bought 9 gigabytes more training data. How many gigabytes of training data does Isabella have now?,119
What is the number of yellow bowls that Nathan has now?,Chloe has 4 yellow bowls.  Nathan has 1/2 the amount of yellow bowls compared to the amount Chloe has. Nathan bought 19 yellow bowls. Nathan bought 15 yellow bowls.,Chloe has 4 yellow bowls.  Chloe has 2 times the amount of yellow bowls compared to the amount Nathan has. Nathan bought 19 yellow bowls. Nathan bought 15 yellow bowls.,Chloe has 4 yellow bowls. Nathan has half the number of yellow bowls compared to Chloe. Nathan bought 19 yellow bowls. Nathan also bought 15 yellow bowls. What is the total number of yellow bowls that Nathan has now?,Chloe has 4 yellow bowls. Chloe has twice the number of yellow bowls compared to Nathan. Nathan bought 19 yellow bowls. Nathan also bought 15 yellow bowls. What is the total number of yellow bowls that Nathan has now?,36
